rec_time	UTC	Dikablis Professional Wireless  (DGW18050)_Eye Data_Original_Pupil X	Dikablis Professional Wireless  (DGW18050)_Eye Data_Original_Pupil Y	Dikablis Professional Wireless  (DGW18050)_Eye Data_Original_Left Eye_Pupil X	Dikablis Professional Wireless  (DGW18050)_Eye Data_Original_Left Eye_Pupil Y	Dikablis Professional Wireless  (DGW18050)_Eye Data_Original_Left Eye_Pupil Area	Dikablis Professional Wireless  (DGW18050)_Eye Data_Original_Left Eye_Pupil Height	Dikablis Professional Wireless  (DGW18050)_Eye Data_Original_Left Eye_Pupil Width	Dikablis Professional Wireless  (DGW18050)_Eye Data_Original_Left Eye_Fixations_Fixations	Dikablis Professional Wireless  (DGW18050)_Eye Data_Original_Left Eye_Fixations_Fixations Duration	Dikablis Professional Wireless  (DGW18050)_Eye Data_Original_Left Eye_Saccades_Saccades	Dikablis Professional Wireless  (DGW18050)_Eye Data_Original_Left Eye_Saccades_Saccades Duration	Dikablis Professional Wireless  (DGW18050)_Eye Data_Original_Left Eye_Saccades_Saccades Angle
00:00:11.883	1557996985902	0	0	181.417	119.259	1006.094	44.848	28.563	0	0	0	0	0
00:00:11.900	1557996985919	0	0	181.522	119.811	1008.907	43.404	29.596	0	0	0	0	0
00:00:11.917	1557996985936	162.913	126.7	180.691	119.251	1013.949	44.04	29.314	0	0	0	0	0
00:00:11.933	1557996985952	0	0	180.74	119.812	1033.878	45.218	29.112	0	0	0	0	0
00:00:11.950	1557996985969	0	0	180.866	119.111	1018.772	44.189	29.355	0	0	0	0	0
00:00:11.967	1557996985986	162.761	127.155	181.46	119.361	1019.608	43.634	29.752	0	0	0	0	0
00:00:11.983	1557996986002	0	0	180.743	120.169	978.158	43.093	28.901	0	0	0	0	0
00:00:12.000	1557996986019	0	0	181.376	119.418	1057.727	43.88	30.691	0	0	0	0	0
00:00:12.017	1557996986036	163.024	126.521	180.592	119.57	955.035	42.991	28.285	0	0	0	0	0
00:00:12.033	1557996986052	0	0	181.016	119.606	1022.983	42.995	30.295	0	0	0	0	0
00:00:12.050	1557996986069	0	0	180.998	120.242	953.36	43.905	27.647	0	0	0	0	0
00:00:12.067	1557996986086	163.089	126.746	181.657	119.643	1010.994	43.68	29.47	0	0	0	0	0
00:00:12.083	1557996986102	0	0	181.02	119.593	983.113	45.125	27.74	0	0	0	0	0
00:00:12.100	1557996986119	0	0	180.918	120.279	980.312	43.762	28.522	0	0	0	0	0
00:00:12.117	1557996986136	162.329	126.5	180.154	118.991	993.423	43.938	28.787	0	0	0	0	0
00:00:12.133	1557996986152	0	0	179.973	119.639	978.513	43.511	28.634	0	0	0	0	0
00:00:12.150	1557996986169	0	0	180.391	118.928	1027.857	44.396	29.478	0	0	0	0	0
00:00:12.167	1557996986186	161.962	126.432	180.342	119.559	1036.275	44.407	29.712	0	0	0	0	0
00:00:12.183	1557996986202	0	0	179.696	119.078	986.235	42.898	29.272	0	0	0	0	0
00:00:12.200	1557996986219	0	0	179.842	120.116	1018.945	44.896	28.897	0	0	0	0	0
00:00:12.217	1557996986236	162.327	126.281	179.41	118.937	1050.954	46.019	29.077	0	0	0	0	0
00:00:12.233	1557996986252	0	0	180.443	119.321	1039.736	43.738	30.268	0	0	0	0	0
00:00:12.250	1557996986269	0	0	181.029	118.641	1030.23	42.962	30.532	0	0	0	0	0
00:00:12.267	1557996986286	161.928	126.424	179.845	119.606	1032.586	44.464	29.568	0	0	0	0	0
00:00:12.283	1557996986302	0	0	179.725	119.008	999.148	43.498	29.246	0	0	0	0	0
00:00:12.300	1557996986319	0	0	179.855	119.749	994.713	43.472	29.134	0	0	0	0	0
00:00:12.317	1557996986336	144.487	133.181	179.414	118.574	1013.208	44.775	28.812	0	0	0	0	0
00:00:12.333	1557996986352	0	0	0	0	0	0	0	0	0	0	0	0
00:00:12.350	1557996986369	0	0	179.785	119.474	979.595	43.78	28.49	0	0	0	0	0
00:00:12.367	1557996986386	146.465	133.466	0	0	0	0	0	0	0	0	0	0
00:00:12.383	1557996986402	0	0	0	0	0	0	0	0	0	0	0	0
00:00:12.400	1557996986419	0	0	0	0	0	0	0	0	0	0	0	0
00:00:12.417	1557996986436	170.521	131.449	0	0	0	0	0	0	0	0	0	0
00:00:12.433	1557996986452	0	0	0	0	0	0	0	0	0	0	0	0
00:00:12.450	1557996986469	0	0	0	0	0	0	0	0	0	0	0	0
00:00:12.467	1557996986486	172.143	131.845	0	0	0	0	0	0	0	0	0	0
00:00:12.483	1557996986502	0	0	0	0	0	0	0	0	0	0	0	0
00:00:12.500	1557996986519	0	0	0	0	0	0	0	0	0	0	0	0
00:00:12.517	1557996986536	170.872	130.95	0	0	0	0	0	0	0	0	0	0
00:00:12.533	1557996986552	0	0	0	0	0	0	0	0	0	0	0	0
00:00:12.550	1557996986569	0	0	0	0	0	0	0	0	0	0	0	0
00:00:12.567	1557996986586	170.725	131.755	0	0	0	0	0	0	0	0	0	0
00:00:12.583	1557996986602	0	0	0	0	0	0	0	0	0	0	0	0
00:00:12.600	1557996986619	0	0	0	0	0	0	0	0	0	0	0	0
00:00:12.617	1557996986636	170.507	131.097	0	0	0	0	0	0	0	0	0	0
00:00:12.633	1557996986652	0	0	0	0	0	0	0	0	0	0	0	0
00:00:12.650	1557996986669	0	0	0	0	0	0	0	0	0	0	0	0
00:00:12.667	1557996986686	170.605	131.448	63.545	52.961	2302.636	68.463	42.823	0	0	0	0	0
00:00:12.683	1557996986702	0	0	0	0	0	0	0	0	0	0	0	0
00:00:12.700	1557996986719	0	0	0	0	0	0	0	0	0	0	0	0
00:00:12.717	1557996986736	169.857	130.547	0	0	0	0	0	0	0	0	0	0
00:00:12.733	1557996986752	0	0	0	0	0	0	0	0	0	0	0	0
00:00:12.750	1557996986769	0	0	0	0	0	0	0	0	0	0	0	0
00:00:12.767	1557996986786	170.657	131.715	0	0	0	0	0	0	0	0	0	0
00:00:12.783	1557996986802	0	0	0	0	0	0	0	0	0	0	0	0
00:00:12.800	1557996986819	0	0	0	0	0	0	0	0	0	0	0	0
00:00:12.817	1557996986836	181.323	124.277	0	0	0	0	0	0	0	0	0	0
00:00:12.833	1557996986852	0	0	196.21	118.076	725.519	38.493	23.998	0	0	0	0	0
00:00:12.850	1557996986869	0	0	185.504	118.218	777.053	38.166	25.923	0	0	0	0	0
00:00:12.867	1557996986886	159.24	126.907	179.404	120.331	888.931	39.952	28.329	0	0	0	0	0
00:00:12.883	1557996986902	0	0	177.362	119.274	912.604	40.116	28.965	0	0	0	0	0
00:00:12.900	1557996986919	0	0	178.392	119.575	939.322	40.983	29.183	0	0	0	0	0
00:00:12.917	1557996986936	159.573	127.044	177.664	118.99	939.752	41.31	28.964	0	0	0	0	0
00:00:12.933	1557996986952	0	0	177.873	120.178	888.017	40.891	27.65	0	0	0	0	0
00:00:12.950	1557996986969	0	0	178.295	119.178	873.703	40.422	27.52	0	0	0	0	0
00:00:12.967	1557996986986	159.918	126.862	178.34	119.996	918.571	40.696	28.739	0	0	0	0	0
00:00:12.983	1557996987002	0	0	178.092	119.34	870.534	40.371	27.455	0	0	0	0	0
00:00:13.000	1557996987019	0	0	178.49	119.395	903.742	40.616	28.331	0	0	0	0	0
00:00:13.017	1557996987036	160.105	126.304	178.155	119.444	874.246	41.209	27.012	0	0	0	0	0
00:00:13.033	1557996987052	0	0	178.295	119.086	914.735	39.904	29.187	0	0	0	0	0
00:00:13.050	1557996987069	0	0	178.133	118.88	841.289	39.414	27.177	0	0	0	0	0
00:00:13.067	1557996987086	160.038	126.511	177.933	119.889	890.498	41.309	27.447	0	0	0	0	0
00:00:13.083	1557996987102	0	0	177.914	119.13	868.544	40.286	27.451	0	0	0	0	0
00:00:13.100	1557996987119	0	0	177.879	119.465	909.599	41.654	27.803	0	0	0	0	0
00:00:13.117	1557996987136	160.268	126.214	178.525	119.315	870.139	40.42	27.41	0	0	0	0	0
00:00:13.133	1557996987152	0	0	178.227	119.191	927.413	40.791	28.948	0	0	0	0	0
00:00:13.150	1557996987169	0	0	178.681	118.746	935.316	40.342	29.52	0	0	0	0	0
00:00:13.167	1557996987186	159.953	126.46	178.523	119.376	917.252	40.481	28.85	0	0	0	0	0
00:00:13.183	1557996987202	0	0	177.542	119.205	905.968	41.158	28.027	0	0	0	0	0
00:00:13.200	1557996987219	0	0	178.48	118.841	979.883	42.918	29.07	0	0	0	0	0
00:00:13.217	1557996987236	160.228	126.468	177.776	118.697	949.576	41.328	29.255	0	0	0	0	0
00:00:13.233	1557996987252	0	0	178.201	119.874	931.639	41.501	28.582	0	0	0	0	0
00:00:13.250	1557996987269	0	0	178.156	118.999	933.442	41.362	28.734	0	0	0	0	0
00:00:13.267	1557996987286	160.552	126.138	177.923	119.362	943.838	41.798	28.751	0	0	0	0	0
00:00:13.283	1557996987302	0	0	178.55	118.74	976.251	42.394	29.32	0	0	0	0	0
00:00:13.300	1557996987319	0	0	178.308	119.565	979.311	42.442	29.379	0	0	0	0	0
00:00:13.317	1557996987336	160.228	126.263	178.953	118.65	970.365	42.867	28.822	0	0	0	0	0
00:00:13.333	1557996987352	0	0	177.772	119.66	1011.645	44.682	28.827	0	0	0	0	0
00:00:13.350	1557996987369	0	0	178.447	118.51	983.102	42.511	29.445	0	0	0	0	0
00:00:13.367	1557996987386	160.457	126.366	178.608	119.428	978.291	41.783	29.811	0	0	0	0	0
00:00:13.383	1557996987402	0	0	178.174	119.219	955.572	41.973	28.987	0	0	0	0	0
00:00:13.400	1557996987419	0	0	178.871	119.723	995.625	43.791	28.948	0	0	0	0	0
00:00:13.417	1557996987436	160.395	126.631	178.862	118.829	1023.327	43.433	29.999	0	0	0	0	0
00:00:13.433	1557996987452	0	0	178.074	120.159	978.666	42.466	29.343	0	0	0	0	0
00:00:13.450	1557996987469	0	0	178.744	118.887	1019.551	42.469	30.567	0	0	0	0	0
00:00:13.467	1557996987486	160.675	126.109	178.574	120.023	1030.047	45.002	29.143	0	0	0	0	0
00:00:13.483	1557996987502	0	0	178.91	118.567	1030.65	41.931	31.296	0	0	0	0	0
00:00:13.500	1557996987519	0	0	178.338	119.631	1028.344	43.329	30.218	0	0	0	0	0
00:00:13.517	1557996987536	160.538	126.492	179.283	119.66	1042.955	44.021	30.166	0	0	0	0	0
00:00:13.533	1557996987552	0	0	178.276	119.93	972.984	42.69	29.019	0	0	0	0	0
00:00:13.550	1557996987569	0	0	178.621	119.431	1040.106	44.023	30.082	0	0	0	0	0
00:00:13.567	1557996987586	160.391	126.384	178.402	119.543	1051.019	43.166	31.001	0	0	0	0	0
00:00:13.583	1557996987602	0	0	177.579	119.047	1033.038	42.489	30.956	0	0	0	0	0
00:00:13.600	1557996987619	0	0	0	0	0	0	0	0	0	0	0	0
00:00:13.617	1557996987636	0	0	0	0	0	0	0	0	0	0	0	0
00:00:13.633	1557996987652	0	0	0	0	0	0	0	0	0	0	0	0
00:00:13.650	1557996987669	0	0	0	0	0	0	0	0	0	0	0	0
00:00:13.667	1557996987686	0	0	0	0	0	0	0	0	0	0	0	0
00:00:13.683	1557996987702	179.053	118.595	179.053	118.595	978.432	43.917	28.367	0	0	0	0	0
00:00:13.700	1557996987719	162.143	127.125	179.494	119.509	979.424	44.434	28.065	0	0	0	0	0
00:00:13.717	1557996987736	162.357	125.182	179.382	118.49	967.996	42.52	28.986	0	0	0	0	0
00:00:13.733	1557996987752	162.957	125.959	180.221	119.306	1006.39	44.254	28.955	0	0	0	0	0
00:00:13.750	1557996987769	162.702	125.232	179.581	118.539	987.869	42.537	29.569	0	0	0	0	0
00:00:13.767	1557996987786	163.159	126.023	180.464	119.231	1001.283	44.039	28.949	0	0	0	0	0
00:00:13.783	1557996987802	162.772	125.321	179.86	118.653	1035.808	44.994	29.311	0	0	0	0	0
00:00:13.800	1557996987819	163.126	125.89	180.483	119.003	1018.412	43.671	29.692	0	0	0	0	0
00:00:13.817	1557996987836	163.229	125.436	180.618	118.887	1039.1	44.911	29.458	0	0	0	0	0
00:00:13.833	1557996987852	163.112	125.913	180.401	119.549	1022.691	44.409	29.322	0	0	0	0	0
00:00:13.850	1557996987869	162.968	125.554	180.139	118.978	979.224	43.964	28.359	0	0	0	0	0
00:00:13.867	1557996987886	163.354	126.141	180.904	119.632	974.017	43.682	28.391	0	0	0	0	0
00:00:13.883	1557996987902	163.402	125.173	180.577	118.505	984.358	43.483	28.824	0	0	0	0	0
00:00:13.900	1557996987919	163.384	126.155	180.435	119.931	955.783	44.838	27.141	0	0	0	0	0
00:00:13.917	1557996987936	163.726	125.065	181.346	118.653	999.055	44.356	28.678	0	0	0	0	0
00:00:13.933	1557996987952	0	0	0	0	0	0	0	0	0	0	0	0
00:00:13.950	1557996987969	0	0	180.659	118.243	1010.151	44.989	28.588	0	0	0	0	0
00:00:13.967	1557996987986	146.538	131.854	181.378	119.033	987.2	43.805	28.694	0	0	0	0	0
00:00:13.983	1557996988002	0	0	0	0	0	0	0	0	0	0	0	0
00:00:14.000	1557996988019	0	0	181.66	118.822	991.798	44.898	28.126	0	0	0	0	0
00:00:14.017	1557996988036	146.937	130.52	0	0	0	0	0	0	0	0	0	0
00:00:14.033	1557996988052	0	0	0	0	0	0	0	0	0	0	0	0
00:00:14.050	1557996988069	0	0	180.58	119.832	1044.668	44.444	29.928	0	0	0	0	0
00:00:14.067	1557996988086	161.956	129.536	180.653	122.731	1194.049	45.764	33.221	0	0	0	0	0
00:00:14.083	1557996988102	0	0	180.902	121.88	1287.447	46.972	34.898	0	0	0	0	0
00:00:14.100	1557996988119	0	0	179.761	122.628	1232.464	46.651	33.638	0	0	0	0	0
00:00:14.117	1557996988136	162.202	129.459	179.636	121.327	1233.839	46.232	33.98	0	0	0	0	0
00:00:14.133	1557996988152	0	0	180.068	122.077	1224.209	45.559	34.213	0	0	0	0	0
00:00:14.150	1557996988169	0	0	180.438	121.216	1233.024	44.703	35.12	0	0	0	0	0
00:00:14.167	1557996988186	162.348	129.016	180.411	122.292	1202.958	45.853	33.403	0	0	0	0	0
00:00:14.183	1557996988202	0	0	180.299	121.516	1185.22	45.763	32.975	0	0	0	0	0
00:00:14.200	1557996988219	0	0	180.257	121.956	1204.678	45.499	33.712	0	0	0	0	0
00:00:14.217	1557996988236	162.224	128.665	180.495	120.401	1246.368	45.477	34.895	0	0	0	0	0
00:00:14.233	1557996988252	0	0	179.954	121.487	1203.732	46.421	33.016	0	0	0	0	0
00:00:14.250	1557996988269	0	0	179.493	121.188	1209.246	47.404	32.48	0	0	0	0	0
00:00:14.267	1557996988286	146.566	134.397	181.621	120.177	1063.471	44.753	30.256	0	0	0	0	0
00:00:14.283	1557996988302	0	0	0	0	0	0	0	0	0	0	0	0
00:00:14.300	1557996988319	0	0	0	0	0	0	0	0	0	0	0	0
00:00:14.317	1557996988336	103.937	86.254	58.101	49.157	2597.241	73.193	45.18	0	0	0	0	0
00:00:14.333	1557996988352	0	0	57.93	45.886	3155.437	72.982	55.049	0	0	0	0	0
00:00:14.350	1557996988369	0	0	0	0	0	0	0	0	0	0	0	0
00:00:14.367	1557996988386	149.612	127.599	0	0	0	0	0	0	0	0	0	0
00:00:14.383	1557996988402	0	0	0	0	0	0	0	0	0	0	0	0
00:00:14.400	1557996988419	0	0	195.325	80.598	917.384	43.07	27.12	0	0	0	0	0
00:00:14.417	1557996988436	149.19	127.535	0	0	0	0	0	0	0	0	0	0
00:00:14.433	1557996988452	0	0	0	0	0	0	0	0	0	0	0	0
00:00:14.450	1557996988469	0	0	0	0	0	0	0	0	0	0	0	0
00:00:14.467	1557996988486	148.958	128.285	0	0	0	0	0	0	0	0	0	0
00:00:14.483	1557996988502	0	0	0	0	0	0	0	0	0	0	0	0
00:00:14.500	1557996988519	0	0	0	0	0	0	0	0	0	0	0	0
00:00:14.517	1557996988536	148.953	127.624	0	0	0	0	0	0	0	0	0	0
00:00:14.533	1557996988552	0	0	0	0	0	0	0	0	0	0	0	0
00:00:14.550	1557996988569	0	0	0	0	0	0	0	0	0	0	0	0
00:00:14.567	1557996988586	0	0	0	0	0	0	0	0	0	0	0	0
00:00:14.583	1557996988602	0	0	0	0	0	0	0	0	0	0	0	0
00:00:14.600	1557996988619	0	0	0	0	0	0	0	0	0	0	0	0
00:00:14.617	1557996988636	0	0	0	0	0	0	0	0	0	0	0	0
00:00:14.633	1557996988652	0	0	0	0	0	0	0	0	0	0	0	0
00:00:14.650	1557996988669	0	0	0	0	0	0	0	0	0	0	0	0
00:00:14.667	1557996988686	0	0	0	0	0	0	0	0	0	0	0	0
00:00:14.683	1557996988702	0	0	0	0	0	0	0	0	0	0	0	0
00:00:14.700	1557996988719	229.927	145.388	254.622	132.354	998.661	44.658	28.473	0	0	0	0	0
00:00:14.717	1557996988736	228.856	144.64	253.479	131.262	1335.724	47.297	35.958	0	0	0	0	0
00:00:14.733	1557996988752	229.222	146.196	253.434	133.253	1533.55	47.388	41.204	0	0	0	0	0
00:00:14.750	1557996988769	226.416	144.628	250.439	131.753	1651.874	46.63	45.104	0	0	0	0	0
00:00:14.767	1557996988786	220.697	144.047	244.328	132.185	1702.444	47.981	45.176	0	0	0	0	0
00:00:14.783	1557996988802	217.771	141.973	241.087	130.247	1659.251	47.399	44.571	0	0	0	0	0
00:00:14.800	1557996988819	215.045	140.465	238.202	129.221	1650.786	46.772	44.938	0	0	0	0	0
00:00:14.817	1557996988836	212.563	139.015	235.152	128.102	1528.945	46.615	41.762	0	0	0	0	0
00:00:14.833	1557996988852	210.647	138.468	233.529	128.247	1466.549	47.165	39.591	0	0	0	0	0
00:00:14.850	1557996988869	208.712	135.828	231.224	125.365	1559.738	46.813	42.423	0	0	0	0	0
00:00:14.867	1557996988886	206.979	135.692	229.413	125.456	1538.953	47.261	41.461	0	0	0	0	0
00:00:14.883	1557996988902	205.487	134.079	227.917	124.007	1554.925	46.896	42.217	0	0	0	0	0
00:00:14.900	1557996988919	204.793	134.871	227.125	125.206	1352.066	48.548	35.46	0	0	0	0	0
00:00:14.917	1557996988936	204.394	132.854	226.319	123.52	1277.674	49.319	32.985	0	0	0	0	0
00:00:14.933	1557996988952	203.618	133.28	225.48	123.252	1293.962	49.265	33.442	0	0	0	0	0
00:00:14.950	1557996988969	202.515	131.939	224.748	121.924	1290.43	46.769	35.131	0	0	0	0	0
00:00:14.967	1557996988986	202.021	131.382	224.622	120.812	1367.737	45.23	38.503	0	0	0	0	0
00:00:14.983	1557996989002	201.876	131.595	223.979	121.593	1215.096	46.05	33.596	0	0	0	0	0
00:00:15.000	1557996989019	201.903	132.157	224.775	122.645	1088.947	45.883	30.218	0	0	0	0	0
00:00:15.017	1557996989036	201.258	131.367	223.582	121.614	1037.883	45.268	29.192	0	0	0	0	0
00:00:15.033	1557996989052	201.504	130.272	223.83	120.086	1164.958	43.241	34.302	0	0	0	0	0
00:00:15.050	1557996989069	200.926	130.629	223.441	121.347	993.394	44.767	28.254	0	0	0	0	0
00:00:15.067	1557996989086	200.96	130.262	223.694	120.435	1014.044	42.358	30.481	0	0	0	0	0
00:00:15.083	1557996989102	200.761	130.63	223.274	121.374	921.001	43.857	26.738	0	0	0	0	0
00:00:15.100	1557996989119	200.675	130.932	223.359	121.6	885.792	41.905	26.914	0	0	0	0	0
00:00:15.117	1557996989136	116.233	93.677	54.844	47.89	3236.69	81.454	50.594	0	0	0	0	0
00:00:15.133	1557996989152	200.257	130.099	223.569	121.422	889.929	41.41	27.363	0	0	0	0	0
00:00:15.150	1557996989169	200.798	130.107	223.959	120.879	829.46	41.545	25.421	0	0	0	0	0
00:00:15.167	1557996989186	200.746	129.07	223.875	119.08	988.853	40.235	31.292	0	0	0	0	0
00:00:15.183	1557996989202	200.318	129.36	223.27	119.225	891.247	39.57	28.678	0	0	0	0	0
00:00:15.200	1557996989219	200.401	130.317	223.716	120.964	823.203	40.266	26.03	0	0	0	0	0
00:00:15.217	1557996989236	200.052	129.71	222.913	120.355	826.469	41.269	25.498	0	0	0	0	0
00:00:15.233	1557996989252	199.847	129.745	222.913	120.355	826.469	41.269	25.498	0	0	0	0	0
00:00:15.250	1557996989269	199.594	129.084	223.406	118.912	836.128	38.568	27.603	0	0	0	0	0
00:00:15.267	1557996989286	200.211	130.181	223.469	121.037	798.241	40.92	24.838	0	0	0	0	0
00:00:15.283	1557996989302	200.204	129.92	223.469	121.037	798.241	40.92	24.838	0	0	0	0	0
00:00:15.300	1557996989319	200.051	130.052	223.989	120.032	821.359	37.502	27.886	0	0	0	0	0
00:00:15.317	1557996989336	200.214	129.514	223.517	119.341	843.101	38.614	27.8	0	0	0	0	0
00:00:15.333	1557996989352	200.989	130.215	223.517	119.341	843.101	38.614	27.8	0	0	0	0	0
00:00:15.350	1557996989369	201.651	131.34	225.241	121.549	832.654	39.069	27.135	0	0	0	0	0
00:00:15.367	1557996989386	201.881	131.205	225.088	120.606	858.262	38.753	28.198	0	0	0	0	0
00:00:15.383	1557996989402	202.034	131.185	225.088	120.606	858.262	38.753	28.198	0	0	0	0	0
00:00:15.400	1557996989419	202.37	130.813	225.649	119.854	874.951	37.922	29.376	0	0	0	0	0
00:00:15.417	1557996989436	202.432	131.017	225.882	120.927	821.5	37.465	27.918	0	0	0	0	0
00:00:15.433	1557996989452	202.82	131.167	225.882	120.927	821.5	37.465	27.918	0	0	0	0	0
00:00:15.450	1557996989469	203.056	130.622	226.251	119.792	811.274	37.698	27.4	0	0	0	0	0
00:00:15.467	1557996989486	203.078	130.997	226.348	119.92	886.548	37.029	30.484	0	0	0	0	0
00:00:15.483	1557996989502	203.135	130.584	226.348	119.92	886.548	37.029	30.484	0	0	0	0	0
00:00:15.500	1557996989519	203.31	131.428	226.739	121.567	787.19	38.515	26.023	0	0	0	0	0
00:00:15.517	1557996989536	203.18	130.751	226.453	120.398	809.921	37.63	27.405	0	0	0	0	0
00:00:15.533	1557996989552	203.256	131.118	226.453	120.398	809.921	37.63	27.405	0	0	0	0	0
00:00:15.550	1557996989569	203.478	131.591	226.62	121.515	789.43	37.362	26.903	0	0	0	0	0
00:00:15.567	1557996989586	203.293	131.312	226.646	120.692	817.66	36.663	28.396	0	0	0	0	0
00:00:15.583	1557996989602	203.188	131.067	226.646	120.692	817.66	36.663	28.396	0	0	0	0	0
00:00:15.600	1557996989619	203.376	131.315	226.567	120.354	819.46	36.786	28.364	0	0	0	0	0
00:00:15.617	1557996989636	203.277	131.456	226.398	120.81	768.697	37.058	26.411	0	0	0	0	0
00:00:15.633	1557996989652	203.513	131.502	226.398	120.81	768.697	37.058	26.411	0	0	0	0	0
00:00:15.650	1557996989669	203.342	131.052	226.797	120.555	787.686	36.145	27.747	0	0	0	0	0
00:00:15.667	1557996989686	203.542	131.753	226.664	121.017	786.883	35.536	28.194	0	0	0	0	0
00:00:15.683	1557996989702	203.527	131.489	226.664	121.017	786.883	35.536	28.194	0	0	0	0	0
00:00:15.700	1557996989719	203.192	131.302	226.416	120.271	749.877	36.157	26.406	0	0	0	0	0
00:00:15.717	1557996989736	203.281	131.67	226.449	121.519	725.959	36.51	25.317	0	0	0	0	0
00:00:15.733	1557996989752	203.353	132.278	226.449	121.519	725.959	36.51	25.317	0	0	0	0	0
00:00:15.750	1557996989769	203.1	131.535	226.475	120.663	780.753	34.758	28.6	0	0	0	0	0
00:00:15.767	1557996989786	203.009	131.514	226.32	120.554	800.886	34.931	29.192	0	0	0	0	0
00:00:15.783	1557996989802	203.023	131.425	226.32	120.554	800.886	34.931	29.192	0	0	0	0	0
00:00:15.800	1557996989819	203.172	131.242	226.507	120.247	779.864	34.513	28.771	0	0	0	0	0
00:00:15.817	1557996989836	203.25	130.751	226.04	120.171	743.521	35.091	26.978	0	0	0	0	0
00:00:15.833	1557996989852	202.942	131.151	226.04	120.171	743.521	35.091	26.978	0	0	0	0	0
00:00:15.850	1557996989869	202.723	131.513	226.129	121.348	713.52	35.513	25.581	0	0	0	0	0
00:00:15.867	1557996989886	202.773	131.089	225.771	120.24	743.439	34.391	27.524	0	0	0	0	0
00:00:15.883	1557996989902	202.813	131.45	226.116	120.542	699.317	33.926	26.245	0	0	0	0	0
00:00:15.900	1557996989919	202.172	130.782	225.769	119.854	752.156	34.107	28.078	0	0	0	0	0
00:00:15.917	1557996989936	202.011	131.111	225.448	120.511	747.38	34.133	27.879	0	0	0	0	0
00:00:15.933	1557996989952	201.843	130.894	225.439	120.239	741.857	34.139	27.668	0	0	0	0	0
00:00:15.950	1557996989969	202.099	131.428	225.447	120.759	702.265	35.565	25.141	0	0	0	0	0
00:00:15.967	1557996989986	202.022	131.434	225.294	120.771	694.637	34.121	25.92	0	0	0	0	0
00:00:15.983	1557996990002	201.853	131.055	225.294	120.307	688.925	34.692	25.284	0	0	0	0	0
00:00:16.000	1557996990019	201.926	132.116	225.163	121.196	702.94	34.685	25.804	0	0	0	0	0
00:00:16.017	1557996990036	201.735	132.078	224.78	121.12	672.16	35.254	24.276	0	0	0	0	0
00:00:16.033	1557996990052	201.268	131.669	225.09	121.014	692.91	34.943	25.248	0	0	0	0	0
00:00:16.050	1557996990069	201.486	130.837	224.922	120.471	725.048	34.108	27.066	0	0	0	0	0
00:00:16.067	1557996990086	201.283	130.777	224.515	120.351	730.566	33.535	27.738	0	0	0	0	0
00:00:16.083	1557996990102	201.43	131.234	224.776	120.586	736.919	33.598	27.926	0	0	0	0	0
00:00:16.100	1557996990119	200.986	131.278	224.414	120.276	753.879	33.934	28.286	0	0	0	0	0
00:00:16.117	1557996990136	201.045	131.454	224.532	120.627	711.146	33.654	26.905	0	0	0	0	0
00:00:16.133	1557996990152	201.014	131.18	224.36	119.728	756.488	33.506	28.747	0	0	0	0	0
00:00:16.150	1557996990169	200.979	131.618	224.203	121.407	662.812	34.38	24.547	0	0	0	0	0
00:00:16.167	1557996990186	200.878	130.891	224.001	119.953	727.871	34.057	27.212	0	0	0	0	0
00:00:16.183	1557996990202	200.908	130.9	224.015	120.173	733.798	32.95	28.355	0	0	0	0	0
00:00:16.200	1557996990219	199.925	131.325	223.487	120.799	671.366	34.491	24.783	0	0	0	0	0
00:00:16.217	1557996990236	199.986	130.975	223.611	120.098	750.793	32.814	29.132	0	0	0	0	0
00:00:16.233	1557996990252	199.882	130.436	223.531	119.73	721.507	34.555	26.585	0	0	0	0	0
00:00:16.250	1557996990269	199.755	130.647	223.173	120.182	676.517	34.177	25.203	0	0	0	0	0
00:00:16.267	1557996990286	199.794	130.191	223.251	119.27	728.627	33.258	27.894	0	0	0	0	0
00:00:16.283	1557996990302	199.845	131.303	222.719	120.918	684.198	34.038	25.594	0	0	0	0	0
00:00:16.300	1557996990319	199.248	130.554	222.612	119.401	739.793	33.375	28.223	0	0	0	0	0
00:00:16.317	1557996990336	199.286	130.85	222.687	119.993	684.903	33.646	25.918	0	0	0	0	0
00:00:16.333	1557996990352	198.978	129.731	222.487	119.204	710.474	33.728	26.82	0	0	0	0	0
00:00:16.350	1557996990369	199.285	130.074	222.385	120.488	647.854	34.175	24.137	0	0	0	0	0
00:00:16.367	1557996990386	199.088	129.391	221.993	119.123	701.308	34.007	26.258	0	0	0	0	0
00:00:16.383	1557996990402	198.407	130.269	222.056	120.756	665.789	35.056	24.181	0	0	0	0	0
00:00:16.400	1557996990419	155.727	106.045	136.53	71.508	793.786	40.67	24.851	0	0	0	0	0
00:00:16.417	1557996990436	198.532	130.459	222.14	120.335	657.273	35.31	23.701	0	0	0	0	0
00:00:16.433	1557996990452	198.35	129.276	221.812	118.652	695.352	33.35	26.547	0	0	0	0	0
00:00:16.450	1557996990469	198.167	130.564	221.513	120.752	635.906	34.873	23.217	0	0	0	0	0
00:00:16.467	1557996990486	198.139	129.635	221.457	118.894	714.14	33.779	26.918	0	0	0	0	0
00:00:16.483	1557996990502	198.003	130.281	221.483	118.976	695.116	34.047	25.995	0	0	0	0	0
