rec_time	UTC	Dikablis Professional Wireless  (DGW18050)_Eye Data_Original_Pupil X	Dikablis Professional Wireless  (DGW18050)_Eye Data_Original_Pupil Y	Dikablis Professional Wireless  (DGW18050)_Eye Data_Original_Right Eye_Pupil X	Dikablis Professional Wireless  (DGW18050)_Eye Data_Original_Right Eye_Pupil Y	Dikablis Professional Wireless  (DGW18050)_Eye Data_Original_Right Eye_Pupil Area	Dikablis Professional Wireless  (DGW18050)_Eye Data_Original_Right Eye_Pupil Height	Dikablis Professional Wireless  (DGW18050)_Eye Data_Original_Right Eye_Pupil Width	Dikablis Professional Wireless  (DGW18050)_Eye Data_Original_Right Eye_Fixations_Fixations	Dikablis Professional Wireless  (DGW18050)_Eye Data_Original_Right Eye_Fixations_Fixations Duration	Dikablis Professional Wireless  (DGW18050)_Eye Data_Original_Right Eye_Saccades_Saccades	Dikablis Professional Wireless  (DGW18050)_Eye Data_Original_Right Eye_Saccades_Saccades Duration	Dikablis Professional Wireless  (DGW18050)_Eye Data_Original_Right Eye_Saccades_Saccades Angle
00:00:04.217	1557996978236	196.115	101.418	170.554	123.341	654.983	32.282	25.834	0	0	0	0	0
00:00:04.234	1557996978253	195.644	102.118	170.163	123.576	680.154	37.142	23.316	0	0	0	0	0
00:00:04.251	1557996978270	195.115	101.553	169.963	123.21	694.848	35.018	25.264	0	0	0	0	0
00:00:04.267	1557996978286	194.934	102.293	169.877	124.108	690.843	35.851	24.535	0	0	0	0	0
00:00:04.284	1557996978303	167.75	122.826	167.75	122.826	671.352	37.115	23.031	0	0	0	0	0
00:00:04.301	1557996978320	169.051	125.205	169.051	125.205	754.308	35.182	27.298	0	0	0	0	0
00:00:04.317	1557996978336	168.937	124.723	168.937	124.723	766.129	35.954	27.131	0	0	0	0	0
00:00:04.334	1557996978353	167.941	124.925	167.941	124.925	732.295	35.073	26.584	0	0	0	0	0
00:00:04.351	1557996978370	193.091	102.976	168.663	124.286	714.065	34.295	26.511	0	0	0	0	0
00:00:04.367	1557996978386	167.807	125.975	167.807	125.975	797.713	35.854	28.328	0	0	0	0	0
00:00:04.384	1557996978403	109.598	85.338	165.501	125.514	641.685	30.488	26.798	0	0	0	0	0
00:00:04.401	1557996978420	166.233	125.872	166.233	125.872	747.167	34.072	27.921	0	0	0	0	0
00:00:04.417	1557996978436	110.396	88.505	166.479	125.528	733.855	34.596	27.008	0	0	0	0	0
00:00:04.434	1557996978453	166.384	126.315	166.384	126.315	758.939	36.923	26.171	0	0	0	0	0
00:00:04.451	1557996978470	166.252	125.108	166.252	125.108	720.677	34.222	26.813	0	0	0	0	0
00:00:04.467	1557996978486	168.899	124.837	168.899	124.837	664.825	33.15	25.535	0	0	0	0	0
00:00:04.484	1557996978503	0	0	0	0	0	0	0	0	0	0	0	0
00:00:04.501	1557996978520	0	0	0	0	0	0	0	0	0	0	0	0
00:00:04.517	1557996978536	175.404	125.575	175.404	125.575	649.264	34.429	24.011	0	0	0	0	0
00:00:04.534	1557996978553	177.132	126.664	177.132	126.664	711.012	36.243	24.978	0	0	0	0	0
00:00:04.551	1557996978570	175.047	126.324	175.047	126.324	635.355	33.791	23.94	0	0	0	0	0
00:00:04.567	1557996978586	174.7	127.126	174.7	127.126	673.061	35.56	24.099	0	0	0	0	0
00:00:04.584	1557996978603	174.118	126.147	174.118	126.147	628.408	31.856	25.116	0	0	0	0	0
00:00:04.601	1557996978620	171.924	126.596	171.924	126.596	639.555	34.114	23.87	0	0	0	0	0
00:00:04.617	1557996978636	0	0	0	0	0	0	0	0	0	0	0	0
00:00:04.634	1557996978653	171.024	126.317	171.024	126.317	688.833	36.913	23.76	0	0	0	0	0
00:00:04.651	1557996978670	170.016	125.879	170.016	125.879	682.115	34.759	24.986	0	0	0	0	0
00:00:04.667	1557996978686	169.961	126.381	169.961	126.381	715.831	36.974	24.65	0	0	0	0	0
00:00:04.684	1557996978703	168.409	125.218	168.409	125.218	624.841	35.652	22.315	0	0	0	0	0
00:00:04.701	1557996978720	169.317	126.382	169.317	126.382	758.804	37.095	26.045	0	0	0	0	0
00:00:04.717	1557996978736	167.219	125.783	167.219	125.783	639.97	34.018	23.953	0	0	0	0	0
00:00:04.734	1557996978753	167.82	126.521	167.82	126.521	740.768	36.064	26.153	0	0	0	0	0
00:00:04.751	1557996978770	167.27	126.26	167.27	126.26	726.291	34.966	26.447	0	0	0	0	0
00:00:04.767	1557996978786	166.656	126.29	166.656	126.29	721.743	37.504	24.503	0	0	0	0	0
00:00:04.784	1557996978803	166.231	126.529	166.231	126.529	733.405	36.624	25.497	0	0	0	0	0
00:00:04.801	1557996978820	166.663	126.975	166.663	126.975	783.937	36.315	27.485	0	0	0	0	0
00:00:04.817	1557996978836	164.115	126.716	164.115	126.716	670.789	32.598	26.2	0	0	0	0	0
00:00:04.834	1557996978853	166.118	127.3	166.118	127.3	809.233	36.518	28.215	0	0	0	0	0
00:00:04.851	1557996978870	165.6	125.808	165.6	125.808	676.891	34.946	24.662	0	0	0	0	0
00:00:04.867	1557996978886	166.169	127.116	166.169	127.116	770.066	36.473	26.883	0	0	0	0	0
00:00:04.884	1557996978903	169.561	124.546	169.561	124.546	563.129	31.32	22.893	0	0	0	0	0
00:00:04.901	1557996978920	0	0	0	0	0	0	0	0	0	0	0	0
00:00:04.917	1557996978936	0	0	0	0	0	0	0	0	0	0	0	0
00:00:04.934	1557996978953	237.949	82.676	0	0	0	0	0	0	0	0	0	0
00:00:04.951	1557996978970	0	0	0	0	0	0	0	0	0	0	0	0
00:00:04.967	1557996978986	0	0	0	0	0	0	0	0	0	0	0	0
00:00:04.984	1557996979003	0	0	0	0	0	0	0	0	0	0	0	0
00:00:05.001	1557996979020	0	0	0	0	0	0	0	0	0	0	0	0
00:00:05.017	1557996979036	0	0	0	0	0	0	0	0	0	0	0	0
00:00:05.034	1557996979053	55.092	47.516	0	0	0	0	0	0	0	0	0	0
00:00:05.051	1557996979070	0	0	0	0	0	0	0	0	0	0	0	0
00:00:05.067	1557996979086	0	0	0	0	0	0	0	0	0	0	0	0
00:00:05.084	1557996979103	0	0	0	0	0	0	0	0	0	0	0	0
00:00:05.101	1557996979120	0	0	0	0	0	0	0	0	0	0	0	0
00:00:05.117	1557996979136	0	0	0	0	0	0	0	0	0	0	0	0
00:00:05.134	1557996979153	0	0	0	0	0	0	0	0	0	0	0	0
00:00:05.151	1557996979170	0	0	0	0	0	0	0	0	0	0	0	0
00:00:05.167	1557996979186	232.047	81.846	0	0	0	0	0	0	0	0	0	0
00:00:05.184	1557996979203	0	0	0	0	0	0	0	0	0	0	0	0
00:00:05.201	1557996979220	0	0	0	0	0	0	0	0	0	0	0	0
00:00:05.217	1557996979236	175.956	121.499	175.956	121.499	376.344	27.066	17.704	0	0	0	0	0
00:00:05.234	1557996979253	0	0	0	0	0	0	0	0	0	0	0	0
00:00:05.251	1557996979270	232.09	81.288	0	0	0	0	0	0	0	0	0	0
00:00:05.267	1557996979286	232.037	82.011	0	0	0	0	0	0	0	0	0	0
00:00:05.284	1557996979303	231.821	81.137	0	0	0	0	0	0	0	0	0	0
00:00:05.301	1557996979320	208.307	104.022	184.099	126.23	541.736	31.386	21.976	0	0	0	0	0
00:00:05.317	1557996979336	0	0	0	0	0	0	0	0	0	0	0	0
00:00:05.334	1557996979353	183.069	126.628	183.069	126.628	603.473	34.07	22.553	0	0	0	0	0
00:00:05.351	1557996979370	0	0	0	0	0	0	0	0	0	0	0	0
00:00:05.367	1557996979386	0	0	0	0	0	0	0	0	0	0	0	0
00:00:05.384	1557996979403	0	0	0	0	0	0	0	0	0	0	0	0
00:00:05.401	1557996979420	0	0	0	0	0	0	0	0	0	0	0	0
00:00:05.417	1557996979436	184.268	125.305	184.268	125.305	524.25	32.85	20.32	0	0	0	0	0
00:00:05.434	1557996979453	0	0	0	0	0	0	0	0	0	0	0	0
00:00:05.451	1557996979470	184.091	126.055	184.091	126.055	451.388	30.818	18.649	0	0	0	0	0
00:00:05.467	1557996979486	0	0	0	0	0	0	0	0	0	0	0	0
00:00:05.484	1557996979503	0	0	0	0	0	0	0	0	0	0	0	0
00:00:05.501	1557996979520	232.814	82.053	0	0	0	0	0	0	0	0	0	0
00:00:05.517	1557996979536	177.335	123.985	177.335	123.985	264.673	21.348	15.786	0	0	0	0	0
00:00:05.534	1557996979553	184.375	126.722	184.375	126.722	558.478	34.125	20.837	0	0	0	0	0
00:00:05.551	1557996979570	0	0	0	0	0	0	0	0	0	0	0	0
00:00:05.567	1557996979586	184.756	126.69	184.756	126.69	529.004	32.435	20.766	0	0	0	0	0
00:00:05.584	1557996979603	207.399	103.854	183.826	125.968	506.139	31.761	20.29	0	0	0	0	0
00:00:05.601	1557996979620	249.085	101.116	267.749	121.657	217.606	17.427	15.899	0	0	0	0	0
00:00:05.617	1557996979636	0	0	0	0	0	0	0	0	0	0	0	0
00:00:05.634	1557996979653	229.862	81.943	0	0	0	0	0	0	0	0	0	0
00:00:05.651	1557996979670	230.257	80.814	0	0	0	0	0	0	0	0	0	0
00:00:05.667	1557996979686	266.139	117.476	266.139	117.476	336.62	26.149	16.391	0	0	0	0	0
00:00:05.684	1557996979703	173.644	122.242	173.644	122.242	254.866	21.31	15.228	0	0	0	0	0
00:00:05.701	1557996979720	180.156	126.28	180.156	126.28	551.562	32.487	21.617	0	0	0	0	0
00:00:05.717	1557996979736	0	0	0	0	0	0	0	0	0	0	0	0
00:00:05.734	1557996979753	117.484	87.616	179.891	126.224	525.39	33.238	20.126	0	0	0	0	0
00:00:05.751	1557996979770	0	0	0	0	0	0	0	0	0	0	0	0
00:00:05.767	1557996979786	228.214	82.498	0	0	0	0	0	0	0	0	0	0
00:00:05.784	1557996979803	0	0	0	0	0	0	0	0	0	0	0	0
00:00:05.801	1557996979820	0	0	0	0	0	0	0	0	0	0	0	0
00:00:05.817	1557996979836	0	0	0	0	0	0	0	0	0	0	0	0
00:00:05.834	1557996979853	174.454	128.856	174.454	128.856	319.955	21.177	19.237	0	0	0	0	0
00:00:05.851	1557996979870	289.454	153.716	289.454	153.716	395.584	28.87	17.446	0	0	0	0	0
00:00:05.867	1557996979886	176.544	125.746	176.544	125.746	346.322	25.875	17.041	0	0	0	0	0
00:00:05.884	1557996979903	209.266	111.569	290.661	151.495	387.777	26.195	18.848	0	0	0	0	0
00:00:05.901	1557996979920	198.545	121.383	172.093	128.647	293.471	21.388	17.47	0	0	0	0	0
00:00:05.917	1557996979936	0	0	0	0	0	0	0	0	0	0	0	0
00:00:05.934	1557996979953	154.847	100.319	180.092	129.061	546.348	31.79	21.882	0	0	0	0	0
00:00:05.951	1557996979970	179.11	129.474	179.11	129.474	556.936	31.739	22.342	0	0	0	0	0
00:00:05.967	1557996979986	0	0	0	0	0	0	0	0	0	0	0	0
00:00:05.984	1557996980003	178.421	128.712	178.421	128.712	451.343	28.56	20.121	0	0	0	0	0
00:00:06.001	1557996980020	203.519	123.191	180.965	131.296	550.815	31.8	22.054	0	0	0	0	0
00:00:06.017	1557996980036	189.05	135.475	189.05	135.475	262.735	21.296	15.708	0	0	0	0	0
00:00:06.034	1557996980053	187.795	133.083	187.795	133.083	332.374	24.578	17.218	0	0	0	0	0
00:00:06.051	1557996980070	259.798	165.2	259.798	165.2	495.928	28.144	22.436	0	0	0	0	0
00:00:06.067	1557996980086	0	0	0	0	0	0	0	0	0	0	0	0
00:00:06.084	1557996980103	253.982	127.703	281.709	139.677	855.653	42.038	25.916	0	0	0	0	0
00:00:06.101	1557996980120	0	0	0	0	0	0	0	0	0	0	0	0
00:00:06.117	1557996980136	227.046	116.918	0	0	0	0	0	0	0	0	0	0
00:00:06.134	1557996980153	0	0	0	0	0	0	0	0	0	0	0	0
00:00:06.151	1557996980170	58.537	44.958	0	0	0	0	0	0	0	0	0	0
00:00:06.167	1557996980186	227.297	118.762	0	0	0	0	0	0	0	0	0	0
00:00:06.184	1557996980203	244.961	143.57	262.849	169.979	342.759	25.334	17.226	0	0	0	0	0
00:00:06.201	1557996980220	0	0	0	0	0	0	0	0	0	0	0	0
00:00:06.217	1557996980236	0	0	0	0	0	0	0	0	0	0	0	0
00:00:06.234	1557996980253	227.984	118.902	0	0	0	0	0	0	0	0	0	0
00:00:06.251	1557996980270	260.744	167.169	260.744	167.169	436.329	28.584	19.436	0	0	0	0	0
00:00:06.267	1557996980286	244.531	144.09	261.882	169.694	422.171	24.476	21.962	0	0	0	0	0
00:00:06.284	1557996980303	244.607	144.452	261.605	169.531	422.112	28.323	18.976	0	0	0	0	0
00:00:06.301	1557996980320	0	0	0	0	0	0	0	0	0	0	0	0
00:00:06.317	1557996980336	226.123	118.276	0	0	0	0	0	0	0	0	0	0
00:00:06.334	1557996980353	0	0	0	0	0	0	0	0	0	0	0	0
00:00:06.351	1557996980370	0	0	0	0	0	0	0	0	0	0	0	0
00:00:06.367	1557996980386	0	0	0	0	0	0	0	0	0	0	0	0
00:00:06.384	1557996980403	0	0	0	0	0	0	0	0	0	0	0	0
00:00:06.401	1557996980420	0	0	0	0	0	0	0	0	0	0	0	0
00:00:06.417	1557996980436	0	0	0	0	0	0	0	0	0	0	0	0
00:00:06.434	1557996980453	55.02	51.161	0	0	0	0	0	0	0	0	0	0
00:00:06.451	1557996980470	243.141	145.846	259.958	173.386	381.888	24.298	20.012	0	0	0	0	0
00:00:06.467	1557996980486	0	0	0	0	0	0	0	0	0	0	0	0
00:00:06.484	1557996980503	258.537	171.713	258.537	171.713	238.844	19.852	15.319	0	0	0	0	0
00:00:06.501	1557996980520	0	0	0	0	0	0	0	0	0	0	0	0
00:00:06.517	1557996980536	234.407	118.201	0	0	0	0	0	0	0	0	0	0
00:00:06.534	1557996980553	50.768	48.298	0	0	0	0	0	0	0	0	0	0
00:00:06.551	1557996980570	201.599	125.836	179.752	135.006	791.87	34.86	28.923	0	0	0	0	0
00:00:06.567	1557996980586	201.118	125.856	179.43	136.352	907.938	37.397	30.912	0	0	0	0	0
00:00:06.584	1557996980603	179.265	135.335	179.265	135.335	860.099	36.123	30.316	0	0	0	0	0
00:00:06.601	1557996980620	154.482	105.658	178.67	135.53	879.914	37.031	30.254	0	0	0	0	0
00:00:06.617	1557996980636	200.164	125.813	178.723	133.597	750.448	38.675	24.706	0	0	0	0	0
00:00:06.634	1557996980653	178.152	136.065	178.152	136.065	922.436	37.299	31.488	0	0	0	0	0
00:00:06.651	1557996980670	199.697	126.846	178.194	135.22	947.424	38.497	31.335	0	0	0	0	0
00:00:06.667	1557996980686	177.767	135.733	177.767	135.733	954.597	38.616	31.475	0	0	0	0	0
00:00:06.684	1557996980703	199.217	126.777	177.715	135.119	926.607	38.082	30.98	0	0	0	0	0
00:00:06.701	1557996980720	177.98	135.722	177.98	135.722	902.003	37.155	30.91	0	0	0	0	0
00:00:06.717	1557996980736	199.644	126.647	177.564	135.385	934.625	37.776	31.501	0	0	0	0	0
00:00:06.734	1557996980753	177.805	136.616	177.805	136.616	943.858	38.293	31.384	0	0	0	0	0
00:00:06.751	1557996980770	200.204	127.018	178.232	135.87	927.374	37.97	31.097	0	0	0	0	0
00:00:06.767	1557996980786	178.263	136.369	178.263	136.369	946.255	38.552	31.251	0	0	0	0	0
00:00:06.784	1557996980803	200.662	127.024	178.218	135.657	904.128	36.509	31.531	0	0	0	0	0
00:00:06.801	1557996980820	178.908	136.382	178.908	136.382	927.356	37.859	31.188	0	0	0	0	0
00:00:06.817	1557996980836	201.015	127.449	179.587	136.356	948.727	37.921	31.855	0	0	0	0	0
00:00:06.834	1557996980853	180.112	140.861	180.112	140.861	640.537	36.009	22.649	0	0	0	0	0
00:00:06.851	1557996980870	0	0	0	0	0	0	0	0	0	0	0	0
00:00:06.867	1557996980886	0	0	0	0	0	0	0	0	0	0	0	0
00:00:06.884	1557996980903	0	0	0	0	0	0	0	0	0	0	0	0
00:00:06.901	1557996980920	0	0	0	0	0	0	0	0	0	0	0	0
00:00:06.917	1557996980936	0	0	0	0	0	0	0	0	0	0	0	0
00:00:06.934	1557996980953	0	0	0	0	0	0	0	0	0	0	0	0
00:00:06.951	1557996980970	0	0	0	0	0	0	0	0	0	0	0	0
00:00:06.967	1557996980986	159.944	131.963	140.163	141.609	620.275	34.976	22.58	0	0	0	0	0
00:00:06.984	1557996981003	162.898	128.544	143.362	137.086	871.96	37.956	29.25	0	0	0	0	0
00:00:07.001	1557996981020	165.669	128.002	146.36	136.094	935.697	38.215	31.175	0	0	0	0	0
00:00:07.017	1557996981036	168.563	127.383	149.087	135.613	949.241	38.241	31.605	0	0	0	0	0
00:00:07.034	1557996981053	170.837	127.787	151.462	135.856	939.29	38.412	31.135	0	0	0	0	0
00:00:07.051	1557996981070	172.847	127.338	153.402	135.311	972.637	38.898	31.837	0	0	0	0	0
00:00:07.067	1557996981086	174.783	127.946	154.979	135.927	971.699	38.894	31.81	0	0	0	0	0
00:00:07.084	1557996981103	176.619	127.007	156.529	135.518	977.762	39.748	31.321	0	0	0	0	0
00:00:07.101	1557996981120	177.614	128.417	157.662	136.508	970.655	38.261	32.301	0	0	0	0	0
00:00:07.117	1557996981136	178.984	127.999	158.867	135.808	973.085	38.959	31.802	0	0	0	0	0
00:00:07.134	1557996981153	180.096	128.586	159.798	136.825	963.72	38.21	32.113	0	0	0	0	0
00:00:07.151	1557996981170	181.097	127.852	160.711	135.555	951.315	38.707	31.293	0	0	0	0	0
00:00:07.167	1557996981186	181.765	129.06	161.41	137.306	965.671	37.645	32.662	0	0	0	0	0
00:00:07.184	1557996981203	182.904	128.32	162.254	136.819	981.829	39.122	31.954	0	0	0	0	0
00:00:07.201	1557996981220	183.407	128.666	162.797	137.204	999.034	39.284	32.38	0	0	0	0	0
00:00:07.217	1557996981236	183.578	128.256	163.055	136.897	980.39	39.19	31.852	0	0	0	0	0
00:00:07.234	1557996981253	179.745	128.531	158.82	137.048	971.812	39.184	31.578	0	0	0	0	0
00:00:07.251	1557996981270	177.25	126.931	156.418	135.007	974.075	39.06	31.752	0	0	0	0	0
00:00:07.267	1557996981286	177.115	127.658	156.588	135.328	966.143	38.868	31.649	0	0	0	0	0
00:00:07.284	1557996981303	177.278	127.267	156.789	135.214	997.992	39.492	32.176	0	0	0	0	0
00:00:07.301	1557996981320	177.461	127.646	157.171	135.759	971.819	38.559	32.09	0	0	0	0	0
00:00:07.317	1557996981336	177.984	126.827	157.717	135.197	978.039	39.052	31.887	0	0	0	0	0
00:00:07.334	1557996981353	177.844	127.57	157.43	135.47	958.368	39.458	30.925	0	0	0	0	0
00:00:07.351	1557996981370	178.257	127.987	157.903	135.598	982.95	39.135	31.98	0	0	0	0	0
00:00:07.367	1557996981386	178.031	128.082	157.943	136.194	993.879	39.351	32.158	0	0	0	0	0
00:00:07.384	1557996981403	178.136	128.12	158.067	135.823	972.098	38.864	31.848	0	0	0	0	0
00:00:07.401	1557996981420	178.165	128.216	157.943	136.398	991.014	38.907	32.431	0	0	0	0	0
00:00:07.417	1557996981436	178.199	127.779	157.809	136.014	968.95	38.526	32.022	0	0	0	0	0
00:00:07.434	1557996981453	178.125	128.672	158.048	136.734	1000.561	38.885	32.762	0	0	0	0	0
00:00:07.451	1557996981470	178.422	127.953	158.146	135.788	1000.253	39.451	32.282	0	0	0	0	0
00:00:07.467	1557996981486	178.097	128.481	157.805	136.53	984.247	39.388	31.816	0	0	0	0	0
00:00:07.484	1557996981503	178.579	127.782	158.123	136.008	1018.817	39.64	32.724	0	0	0	0	0
00:00:07.501	1557996981520	178.641	128.244	158.374	136.147	981.459	38.571	32.399	0	0	0	0	0
00:00:07.517	1557996981536	178.795	127.445	158.44	135.718	1001.46	39.166	32.557	0	0	0	0	0
00:00:07.534	1557996981553	178.689	127.982	158.228	136.192	1017.975	40.001	32.402	0	0	0	0	0
00:00:07.551	1557996981570	178.898	127.347	158.673	135.456	1040.461	40.863	32.42	0	0	0	0	0
00:00:07.567	1557996981586	179.192	127.728	159.268	135.783	1002.7	39.269	32.511	0	0	0	0	0
00:00:07.584	1557996981603	180.551	126.604	160.021	134.192	1004.516	40.077	31.913	0	0	0	0	0
00:00:07.601	1557996981620	161.537	133.789	161.537	133.789	1016.365	40.277	32.129	0	0	0	0	0
00:00:07.617	1557996981636	161.22	133.017	161.22	133.017	1036.952	39.739	33.224	0	0	0	0	0
00:00:07.634	1557996981653	161.626	133.708	161.626	133.708	1028.084	39.708	32.965	0	0	0	0	0
00:00:07.651	1557996981670	161.793	133.53	161.793	133.53	1044.221	40.031	33.213	0	0	0	0	0
00:00:07.667	1557996981686	161.623	133.96	161.623	133.96	1025	39.868	32.735	0	0	0	0	0
00:00:07.684	1557996981703	161.923	132.975	161.923	132.975	1039.73	40.806	32.442	0	0	0	0	0
00:00:07.701	1557996981720	161.801	134.497	161.801	134.497	1074.968	40.717	33.615	0	0	0	0	0
00:00:07.717	1557996981736	161.707	133.643	161.707	133.643	1051.571	40.776	32.836	0	0	0	0	0
00:00:07.734	1557996981753	181.735	126.4	161.735	134.307	1059.319	40.544	33.267	0	0	0	0	0
00:00:07.751	1557996981770	181.689	126.671	161.502	134.003	1062.676	40.416	33.478	0	0	0	0	0
00:00:07.767	1557996981786	181.577	126.687	161.64	134.541	1068.219	40.372	33.69	0	0	0	0	0
00:00:07.784	1557996981803	181.514	126.819	161.199	134.072	1053.572	40.714	32.948	0	0	0	0	0
00:00:07.801	1557996981820	181.624	126.853	161.492	134.609	1063.729	40.65	33.318	0	0	0	0	0
00:00:07.817	1557996981836	181.092	126.82	160.922	134.273	1072.61	41.107	33.223	0	0	0	0	0
00:00:07.834	1557996981853	180.86	127.007	160.741	135.198	1064.082	40.831	33.181	0	0	0	0	0
00:00:07.851	1557996981870	180.245	127.104	160.544	134.644	1093.331	41.53	33.52	0	0	0	0	0
00:00:07.867	1557996981886	179.296	127.205	159.563	135.583	1075.59	40.841	33.532	0	0	0	0	0
00:00:07.884	1557996981903	178.602	127.852	158.241	135.508	1078.652	40.783	33.675	0	0	0	0	0
00:00:07.901	1557996981920	178.506	127.486	158.516	135.676	1060.608	40.613	33.251	0	0	0	0	0
00:00:07.917	1557996981936	178.406	127.85	158.167	135.363	1091.792	41.359	33.611	0	0	0	0	0
00:00:07.934	1557996981953	178.431	127.717	158.253	135.505	1073.951	41.178	33.207	0	0	0	0	0
00:00:07.951	1557996981970	177.775	127.715	158.066	135.409	1073.51	40.586	33.677	0	0	0	0	0
00:00:07.967	1557996981986	178.032	127.746	158.214	135.802	1074.199	40.803	33.52	0	0	0	0	0
00:00:07.984	1557996982003	157.933	134.99	157.933	134.99	1077.127	40.896	33.535	0	0	0	0	0
00:00:08.001	1557996982020	177.951	127.451	158.195	135.549	1071.13	40.962	33.295	0	0	0	0	0
00:00:08.017	1557996982036	178.199	127.851	157.844	134.982	1069.509	41.201	33.051	0	0	0	0	0
00:00:08.034	1557996982053	177.913	127.877	158.178	135.86	1086.556	41.471	33.359	0	0	0	0	0
00:00:08.051	1557996982070	177.501	127.583	158.272	135.337	1101.467	41.055	34.16	0	0	0	0	0
00:00:08.067	1557996982086	177.286	126.894	158.289	135.947	1062.026	40.534	33.36	0	0	0	0	0
00:00:08.084	1557996982103	0	0	0	0	0	0	0	0	0	0	0	0
00:00:08.101	1557996982120	0	0	0	0	0	0	0	0	0	0	0	0
00:00:08.117	1557996982136	0	0	0	0	0	0	0	0	0	0	0	0
00:00:08.134	1557996982153	0	0	0	0	0	0	0	0	0	0	0	0
00:00:08.151	1557996982170	0	0	0	0	0	0	0	0	0	0	0	0
00:00:08.167	1557996982186	0	0	0	0	0	0	0	0	0	0	0	0
00:00:08.184	1557996982203	175.77	99.461	152.071	121.49	955.46	40.762	29.845	0	0	0	0	0
00:00:08.201	1557996982220	152.854	122.897	152.854	122.897	956.846	40.641	29.977	0	0	0	0	0
00:00:08.217	1557996982236	153.359	123.115	153.359	123.115	999.381	41.137	30.932	0	0	0	0	0
00:00:08.234	1557996982253	154.11	124.567	154.11	124.567	1002.753	40.616	31.435	0	0	0	0	0
00:00:08.251	1557996982270	154.427	124.966	154.427	124.966	1000.532	40.589	31.385	0	0	0	0	0
00:00:08.267	1557996982286	155.36	126.077	155.36	126.077	1017.211	40.936	31.638	0	0	0	0	0
00:00:08.284	1557996982303	155.951	125.965	155.951	125.965	1017.128	40.828	31.719	0	0	0	0	0
00:00:08.301	1557996982320	156.829	127.118	156.829	127.118	1032.876	41.199	31.921	0	0	0	0	0
00:00:08.317	1557996982336	106.499	86.84	157.094	127.59	1047.387	41.45	32.173	0	0	0	0	0
00:00:08.334	1557996982353	157.71	128.719	157.71	128.719	1065.752	41.348	32.818	0	0	0	0	0
00:00:08.351	1557996982370	158.452	128.791	158.452	128.791	1071.574	41.906	32.558	0	0	0	0	0
00:00:08.367	1557996982386	157.817	130.168	157.817	130.168	1071.09	41.194	33.106	0	0	0	0	0
00:00:08.384	1557996982403	153.936	129.426	153.936	129.426	1073.056	41.538	32.892	0	0	0	0	0
00:00:08.401	1557996982420	153.317	130.681	153.317	130.681	1073.256	41.261	33.119	0	0	0	0	0
00:00:08.417	1557996982436	153.701	130.325	153.701	130.325	1103.016	42.16	33.311	0	0	0	0	0
00:00:08.434	1557996982453	154.36	131.576	154.36	131.576	1094.247	41.66	33.443	0	0	0	0	0
00:00:08.451	1557996982470	154.57	131.186	154.57	131.186	1109.503	42.527	33.218	0	0	0	0	0
00:00:08.467	1557996982486	106.191	91.454	154.831	132.431	1092.223	41.552	33.468	0	0	0	0	0
00:00:08.484	1557996982503	155.122	132.291	155.122	132.291	1108.96	42.032	33.593	0	0	0	0	0
00:00:08.501	1557996982520	155.243	132.556	155.243	132.556	1072.253	42.133	32.403	0	0	0	0	0
00:00:08.517	1557996982536	155.407	132.666	155.407	132.666	1081.32	41.273	33.358	0	0	0	0	0
00:00:08.534	1557996982553	0	0	0	0	0	0	0	0	0	0	0	0
00:00:08.551	1557996982570	0	0	0	0	0	0	0	0	0	0	0	0
00:00:08.567	1557996982586	0	0	0	0	0	0	0	0	0	0	0	0
00:00:08.584	1557996982603	0	0	0	0	0	0	0	0	0	0	0	0
00:00:08.601	1557996982620	0	0	0	0	0	0	0	0	0	0	0	0
00:00:08.617	1557996982636	0	0	0	0	0	0	0	0	0	0	0	0
00:00:08.634	1557996982653	0	0	0	0	0	0	0	0	0	0	0	0
00:00:08.651	1557996982670	0	0	0	0	0	0	0	0	0	0	0	0
00:00:08.667	1557996982686	0	0	0	0	0	0	0	0	0	0	0	0
00:00:08.684	1557996982703	190.404	120.094	0	0	0	0	0	0	0	0	0	0
00:00:08.701	1557996982720	172.664	128.947	154.324	138.206	864.476	41.186	26.725	0	0	0	0	0
00:00:08.717	1557996982736	172.85	128.353	154.817	136.563	1005.079	41.11	31.129	0	0	0	0	0
00:00:08.734	1557996982753	172.858	128.915	155.055	137.038	1028.075	40.29	32.489	0	0	0	0	0
00:00:08.751	1557996982770	173.041	128.213	155.021	136.043	1039.81	41.942	31.566	0	0	0	0	0
00:00:08.767	1557996982786	173.464	129.023	155.54	137.372	1057.59	40.464	33.278	0	0	0	0	0
00:00:08.784	1557996982803	173.636	128.535	155.37	136.614	1067.15	40.824	33.283	0	0	0	0	0
00:00:08.801	1557996982820	173.565	128.795	155.441	136.82	1028.748	40.541	32.309	0	0	0	0	0
00:00:08.817	1557996982836	173.561	128.472	155.23	136.517	1052.042	41.273	32.455	0	0	0	0	0
00:00:08.834	1557996982853	173.38	128.775	154.915	137.148	1051.888	41.254	32.465	0	0	0	0	0
00:00:08.851	1557996982870	173.65	128.598	155.328	136.643	1059.617	40.998	32.908	0	0	0	0	0
00:00:08.867	1557996982886	173.386	129.033	155.172	136.967	1051.255	40.43	33.107	0	0	0	0	0
00:00:08.884	1557996982903	173.479	128.259	155.008	136.273	1083.763	40.85	33.78	0	0	0	0	0
